problem_id,problem_title,misconception_id,misconception_description,misconception_concept,kc_target,is_negative_control,pseudocode_status,model,dimensions,query_token_count,query_latency_ms,retrieval_latency_ms,top_k,top1_code,top1_description,top1_kc_tags,top1_distance,top1_similarity,top2_code,top2_description,top2_kc_tags,top2_distance,top2_similarity,top3_code,top3_description,top3_kc_tags,top3_distance,top3_similarity,top4_code,top4_description,top4_kc_tags,top4_distance,top4_similarity,top5_code,top5_description,top5_kc_tags,top5_distance,top5_similarity
46,Find Minimum in List,35,Student believes that values must be explicitly converted to their current type to ensure type safety.,,"LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,207,922.47,17.18,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.506377,0.493623,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.536077,0.463923,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.537788,0.462212,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.54144,0.45856,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.557162,0.442838
46,Find Minimum in List,38,Student believes that while loops execute their body only once if the condition is true.,LO,"LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,191,1039.47,16.12,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.511182,0.488818,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.539919,0.460081,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.545093,0.454907,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.553243,0.446757,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.569481,0.430519
46,Find Minimum in List,41,Student believes that the body of an if-statement executes repeatedly as long as the condition holds.,"CD, LO","LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,209,843.52,16.01,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.511529,0.488471,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.536143,0.463857,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.540864,0.459136,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.548287,0.451713,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.565823,0.434177
46,Find Minimum in List,46,Student believes that the and operator always evaluates both operands.,"EX, OP","LO, CD, VA, IO",True,none_inapplicable,openai/text-embedding-3-large,3072,199,933.84,15.71,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.50552,0.49448,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.535376,0.464624,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.538728,0.461272,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.542298,0.457702,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.555369,0.444631
46,Find Minimum in List,47,Student believes that the or operator always evaluates both operands.,"EX, OP","LO, CD, VA, IO",True,not_manifestable,openai/text-embedding-3-large,3072,199,919.8,15.99,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.504592,0.495408,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.533315,0.466685,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.538828,0.461172,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.539843,0.460157,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.554739,0.445261
46,Find Minimum in List,54,Student believes that a variable assigned an arithmetic expression containing other variables automatically updates its value when those variables change.,"EX, OP","LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,196,861.56,16.69,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.510534,0.489466,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.535261,0.464739,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.547656,0.452344,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.557892,0.442108,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.567767,0.432233
46,Find Minimum in List,56,Student believes that variable identifiers can only be one letter long.,VA,"LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,188,924.54,16.47,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.510742,0.489258,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.538924,0.461076,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.552585,0.447415,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.553968,0.446032,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.569334,0.430666
46,Find Minimum in List,59,"Student believes that variable names containing vowels can only store string values, while consonant-only names can store any type.",VA,"LO, CD, VA, IO",True,none_inapplicable,openai/text-embedding-3-large,3072,199,895.72,16.55,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.504635,0.495365,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.533535,0.466465,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.538744,0.461256,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.539968,0.460032,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.554813,0.445187
46,Find Minimum in List,63,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation /.,"EX, OP","LO, CD, VA, IO",True,none_inapplicable,openai/text-embedding-3-large,3072,199,985.59,15.85,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.504635,0.495365,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.533535,0.466465,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.538744,0.461256,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.539968,0.460032,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.554813,0.445187
46,Find Minimum in List,64,Student believes that the arithmetic operation - has higher precedence than the arithmetic operation /.,"EX, OP","LO, CD, VA, IO",True,none_inapplicable,openai/text-embedding-3-large,3072,199,899.09,16.11,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.504635,0.495365,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.533535,0.466465,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.538744,0.461256,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.539968,0.460032,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.554813,0.445187
46,Find Minimum in List,65,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP","LO, CD, VA, IO",True,none_inapplicable,openai/text-embedding-3-large,3072,199,871.61,16.14,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.504592,0.495408,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.533315,0.466685,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.538828,0.461172,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.539843,0.460157,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.554739,0.445261
46,Find Minimum in List,66,Student believes that the first character of a string is at index 1.,LO,"LO, CD, VA, IO",True,not_manifestable,openai/text-embedding-3-large,3072,199,569.94,15.88,5,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.504592,0.495408,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.533315,0.466685,CD-02,Student believes that an if/selection statement can repeat like a loop while its condition holds.,"CD, LO",0.538828,0.461172,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.539843,0.460157,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.554739,0.445261
54,Pokemon Battle Damage,4,"Student believes that conditional statements, i.e., Python statements that evaluate to either True or False, must be explicitly compared to True or False to be used in conditionals.","CD, EX, OP","IO, VA, CD, OP, EX",False,converted,openai/text-embedding-3-large,3072,581,926.89,17.51,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.611687,0.388313,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.618017,0.381983,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.624591,0.375409,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.628646,0.371354,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.632711,0.367289
54,Pokemon Battle Damage,14,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA","IO, VA, CD, OP, EX",True,none_inapplicable,openai/text-embedding-3-large,3072,634,694.59,16.07,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.612121,0.387879,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.616101,0.383899,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.622773,0.377227,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.62584,0.37416,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.629254,0.370746
54,Pokemon Battle Damage,16,Student believes that the = operator is used for equality comparison in conditional statements.,OP,"IO, VA, CD, OP, EX",False,converted,openai/text-embedding-3-large,3072,564,873.98,16.18,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.613418,0.386582,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.621408,0.378592,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.624504,0.375496,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.629106,0.370894,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.631273,0.368727
54,Pokemon Battle Damage,17,Student believes that colons (:) are used for variable assignment.,"OP, VA","IO, VA, CD, OP, EX",False,converted,openai/text-embedding-3-large,3072,564,737.02,15.76,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.613756,0.386244,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.620097,0.379903,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.626349,0.373651,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.632442,0.367558,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.6327,0.3673
54,Pokemon Battle Damage,18,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP","IO, VA, CD, OP, EX",False,converted,openai/text-embedding-3-large,3072,580,952.66,16.11,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.610617,0.389383,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.617115,0.382885,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.623703,0.376297,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.628249,0.371751,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.628744,0.371256
54,Pokemon Battle Damage,20,Student believes that for loop variables exist in a separate scope and won't affect variables with the same name in the enclosing scope.,"LO, VA","IO, VA, CD, OP, EX",True,not_manifestable,openai/text-embedding-3-large,3072,634,902.06,16.25,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.612121,0.387879,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.616101,0.383899,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.622773,0.377227,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.62584,0.37416,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.629254,0.370746
54,Pokemon Battle Damage,24,Student believes that it is unnecessary for loop variables to be explicitly initialized before the loop.,"LO, VA","IO, VA, CD, OP, EX",True,none_inapplicable,openai/text-embedding-3-large,3072,634,982.44,16.07,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.612353,0.387647,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.616171,0.383829,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.622874,0.377126,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.625952,0.374048,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.629341,0.370659
54,Pokemon Battle Damage,25,Student believes that modifying a for loop variable inside the loop body does not affects the next iteration's value.,"LO, VA","IO, VA, CD, OP, EX",True,none_inapplicable,openai/text-embedding-3-large,3072,634,826.58,20.22,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.612121,0.387879,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.616101,0.383899,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.622773,0.377227,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.62584,0.37416,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.629254,0.370746
54,Pokemon Battle Damage,26,"Student believes that conditional statements, i.e., Python statements that evaluate to either True or False, must always be wrapped in if/else statements to be returned as Boolean values.","CD, EX, OP","IO, VA, CD, OP, EX",False,converted,openai/text-embedding-3-large,3072,613,1904.34,18.25,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.612801,0.387199,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.618641,0.381359,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.623926,0.376074,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.626992,0.373008,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.629246,0.370754
54,Pokemon Battle Damage,33,Student believes that multiple mutually exclusive conditions in a control flow construct must each be written as separate if statements.,CD,"IO, VA, CD, OP, EX",False,converted,openai/text-embedding-3-large,3072,567,867.2,17.63,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.611432,0.388568,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.618985,0.381015,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.622497,0.377503,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.629886,0.370114,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.631072,0.368928
54,Pokemon Battle Damage,35,Student believes that values must be explicitly converted to their current type to ensure type safety.,,"IO, VA, CD, OP, EX",False,converted,openai/text-embedding-3-large,3072,647,905.42,17.56,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.608795,0.391205,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.61684,0.38316,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.617469,0.382531,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.625303,0.374697,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.626011,0.373989
54,Pokemon Battle Damage,38,Student believes that while loops execute their body only once if the condition is true.,LO,"IO, VA, CD, OP, EX",True,none_inapplicable,openai/text-embedding-3-large,3072,634,874.85,17.47,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.612121,0.387879,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.616101,0.383899,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.622773,0.377227,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.62584,0.37416,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.629254,0.370746
54,Pokemon Battle Damage,41,Student believes that the body of an if-statement executes repeatedly as long as the condition holds.,"CD, LO","IO, VA, CD, OP, EX",False,converted,openai/text-embedding-3-large,3072,616,866.32,17.37,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.616224,0.383776,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.620972,0.379028,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.625769,0.374231,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.628884,0.371116,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.630943,0.369057
54,Pokemon Battle Damage,46,Student believes that the and operator always evaluates both operands.,"EX, OP","IO, VA, CD, OP, EX",True,not_manifestable,openai/text-embedding-3-large,3072,634,872.04,17.99,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.612121,0.387879,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.616101,0.383899,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.622773,0.377227,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.62584,0.37416,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.629254,0.370746
54,Pokemon Battle Damage,47,Student believes that the or operator always evaluates both operands.,"EX, OP","IO, VA, CD, OP, EX",True,not_manifestable,openai/text-embedding-3-large,3072,634,877.22,17.56,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.612121,0.387879,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.616101,0.383899,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.622773,0.377227,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.62584,0.37416,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.629254,0.370746
